step,MR:0.0 ID:C Mode:none_mean_opinions,MR:0.0 ID:C Mode:none_non_zealot_variance,MR:0.0 ID:C Mode:none_cluster_variance,MR:0.0 ID:C Mode:none_negative_counts,MR:0.0 ID:C Mode:none_negative_means,MR:0.0 ID:C Mode:none_positive_counts,MR:0.0 ID:C Mode:none_positive_means,MR:0.0 ID:C Mode:none_polarization_index,MR:0.0 ID:C Mode:clustered_mean_opinions,MR:0.0 ID:C Mode:clustered_non_zealot_variance,MR:0.0 ID:C Mode:clustered_cluster_variance,MR:0.0 ID:C Mode:clustered_negative_counts,MR:0.0 ID:C Mode:clustered_negative_means,MR:0.0 ID:C Mode:clustered_positive_counts,MR:0.0 ID:C Mode:clustered_positive_means,MR:0.0 ID:C Mode:clustered_polarization_index,MR:0.0 ID:C Mode:random_mean_opinions,MR:0.0 ID:C Mode:random_non_zealot_variance,MR:0.0 ID:C Mode:random_cluster_variance,MR:0.0 ID:C Mode:random_negative_counts,MR:0.0 ID:C Mode:random_negative_means,MR:0.0 ID:C Mode:random_positive_counts,MR:0.0 ID:C Mode:random_positive_means,MR:0.0 ID:C Mode:random_polarization_index,MR:0.0 ID:C Mode:high-degree_mean_opinions,MR:0.0 ID:C Mode:high-degree_non_zealot_variance,MR:0.0 ID:C Mode:high-degree_cluster_variance,MR:0.0 ID:C Mode:high-degree_negative_counts,MR:0.0 ID:C Mode:high-degree_negative_means,MR:0.0 ID:C Mode:high-degree_positive_counts,MR:0.0 ID:C Mode:high-degree_positive_means,MR:0.0 ID:C Mode:high-degree_polarization_index,MR:0.3 ID:C Mode:none_mean_opinions,MR:0.3 ID:C Mode:none_non_zealot_variance,MR:0.3 ID:C Mode:none_cluster_variance,MR:0.3 ID:C Mode:none_negative_counts,MR:0.3 ID:C Mode:none_negative_means,MR:0.3 ID:C Mode:none_positive_counts,MR:0.3 ID:C Mode:none_positive_means,MR:0.3 ID:C Mode:none_polarization_index,MR:0.3 ID:C Mode:clustered_mean_opinions,MR:0.3 ID:C Mode:clustered_non_zealot_variance,MR:0.3 ID:C Mode:clustered_cluster_variance,MR:0.3 ID:C Mode:clustered_negative_counts,MR:0.3 ID:C Mode:clustered_negative_means,MR:0.3 ID:C Mode:clustered_positive_counts,MR:0.3 ID:C Mode:clustered_positive_means,MR:0.3 ID:C Mode:clustered_polarization_index,MR:0.3 ID:C Mode:random_mean_opinions,MR:0.3 ID:C Mode:random_non_zealot_variance,MR:0.3 ID:C Mode:random_cluster_variance,MR:0.3 ID:C Mode:random_negative_counts,MR:0.3 ID:C Mode:random_negative_means,MR:0.3 ID:C Mode:random_positive_counts,MR:0.3 ID:C Mode:random_positive_means,MR:0.3 ID:C Mode:random_polarization_index,MR:0.3 ID:C Mode:high-degree_mean_opinions,MR:0.3 ID:C Mode:high-degree_non_zealot_variance,MR:0.3 ID:C Mode:high-degree_cluster_variance,MR:0.3 ID:C Mode:high-degree_negative_counts,MR:0.3 ID:C Mode:high-degree_negative_means,MR:0.3 ID:C Mode:high-degree_positive_counts,MR:0.3 ID:C Mode:high-degree_positive_means,MR:0.3 ID:C Mode:high-degree_polarization_index
180,0.0632,0.0509,0.0075,193.8000,-0.0757,306.2000,0.1544,1.3948,0.2168,0.0533,0.0099,51.1000,-0.0712,428.9000,0.2132,1.4226,0.2855,0.0549,0.0141,25.8000,-0.0425,454.2000,0.2782,1.5914,0.3147,0.0478,0.0135,15.4000,-0.0153,464.6000,0.2965,0.2649,-0.0376,0.1737,0.0421,266.7000,-0.3846,233.3000,0.3602,35.0641,0.0863,0.1731,0.0468,216.2000,-0.3555,263.8000,0.3814,35.9630,0.1492,0.1665,0.0483,183.1000,-0.3392,296.9000,0.3960,33.6469,0.1845,0.1514,0.0433,160.9000,-0.3253,319.1000,0.3936,30.9671
181,0.0634,0.0511,0.0076,193.7000,-0.0762,306.3000,0.1550,1.4090,0.2175,0.0535,0.0099,50.6000,-0.0718,429.4000,0.2138,1.4321,0.2861,0.0550,0.0141,25.8000,-0.0427,454.2000,0.2789,1.6101,0.3151,0.0479,0.0135,15.3000,-0.0157,464.7000,0.2969,0.2649,-0.0377,0.1737,0.0421,266.7000,-0.3847,233.3000,0.3602,35.0663,0.0863,0.1732,0.0468,216.2000,-0.3555,263.8000,0.3815,35.9778,0.1493,0.1665,0.0482,182.9000,-0.3395,297.1000,0.3959,33.6791,0.1846,0.1514,0.0433,160.9000,-0.3254,319.1000,0.3937,31.0058
182,0.0636,0.0513,0.0076,193.6000,-0.0767,306.4000,0.1556,1.4318,0.2181,0.0536,0.0100,50.6000,-0.0720,429.4000,0.2146,1.4337,0.2867,0.0551,0.0142,25.8000,-0.0428,454.2000,0.2796,1.6420,0.3155,0.0479,0.0135,15.0000,-0.0164,465.0000,0.2972,0.2652,-0.0378,0.1738,0.0421,266.7000,-0.3848,233.3000,0.3603,35.0663,0.0864,0.1732,0.0468,216.3000,-0.3553,263.7000,0.3818,35.9778,0.1494,0.1665,0.0482,182.9000,-0.3395,297.1000,0.3961,33.7080,0.1846,0.1514,0.0433,160.9000,-0.3254,319.1000,0.3938,31.0090
183,0.0638,0.0515,0.0077,193.8000,-0.0770,306.2000,0.1562,1.4614,0.2188,0.0538,0.0100,50.4000,-0.0726,429.6000,0.2153,1.4355,0.2872,0.0552,0.0142,25.8000,-0.0429,454.2000,0.2803,1.6484,0.3159,0.0479,0.0135,15.0000,-0.0165,465.0000,0.2976,0.2888,-0.0378,0.1738,0.0421,266.7000,-0.3850,233.3000,0.3603,35.0611,0.0864,0.1733,0.0468,216.3000,-0.3554,263.7000,0.3819,35.9890,0.1495,0.1666,0.0482,182.9000,-0.3395,297.1000,0.3962,33.6754,0.1846,0.1515,0.0432,160.9000,-0.3254,319.1000,0.3938,31.0090
184,0.0640,0.0517,0.0077,193.5000,-0.0776,306.5000,0.1567,1.4770,0.2194,0.0539,0.0101,50.4000,-0.0729,429.6000,0.2161,1.4373,0.2878,0.0553,0.0143,25.7000,-0.0431,454.3000,0.2809,1.6564,0.3163,0.0479,0.0136,14.7000,-0.0170,465.3000,0.2979,0.2889,-0.0379,0.1739,0.0421,266.8000,-0.3850,233.2000,0.3605,35.0738,0.0865,0.1733,0.0468,216.3000,-0.3554,263.7000,0.3820,35.9890,0.1496,0.1666,0.0482,182.9000,-0.3395,297.1000,0.3964,33.7218,0.1847,0.1515,0.0432,160.8000,-0.3256,319.2000,0.3938,31.0090
185,0.0642,0.0519,0.0078,193.8000,-0.0779,306.2000,0.1573,1.4921,0.2201,0.0541,0.0101,50.2000,-0.0743,429.8000,0.2167,1.4621,0.2884,0.0554,0.0143,25.7000,-0.0433,454.3000,0.2816,1.6638,0.3167,0.0479,0.0136,14.4000,-0.0175,465.6000,0.2981,0.3125,-0.0379,0.1739,0.0421,266.9000,-0.3849,233.1000,0.3607,35.0865,0.0865,0.1734,0.0468,216.2000,-0.3556,263.8000,0.3820,36.0068,0.1496,0.1667,0.0482,182.9000,-0.3395,297.1000,0.3965,33.7305,0.1847,0.1515,0.0432,160.8000,-0.3256,319.2000,0.3939,31.0126
186,0.0644,0.0521,0.0078,194.4000,-0.0781,305.6000,0.1580,1.5015,0.2207,0.0542,0.0102,50.0000,-0.0760,430.0000,0.2174,1.4744,0.2889,0.0554,0.0143,25.6000,-0.0435,454.4000,0.2822,1.6707,0.3171,0.0479,0.0136,14.4000,-0.0176,465.6000,0.2985,0.3126,-0.0380,0.1740,0.0421,266.9000,-0.3850,233.1000,0.3607,35.1028,0.0866,0.1734,0.0468,216.2000,-0.3556,263.8000,0.3821,36.0250,0.1497,0.1667,0.0482,182.8000,-0.3396,297.2000,0.3965,33.7412,0.1848,0.1515,0.0432,160.8000,-0.3257,319.2000,0.3940,31.0024
187,0.0645,0.0523,0.0079,194.4000,-0.0786,305.6000,0.1586,1.5088,0.2213,0.0544,0.0102,49.7000,-0.0779,430.3000,0.2180,1.4767,0.2895,0.0555,0.0144,25.5000,-0.0437,454.5000,0.2828,1.6711,0.3175,0.0479,0.0136,14.3000,-0.0178,465.7000,0.2989,0.3135,-0.0381,0.1740,0.0421,266.9000,-0.3852,233.1000,0.3607,35.1326,0.0866,0.1735,0.0468,216.2000,-0.3556,263.8000,0.3823,36.0478,0.1498,0.1667,0.0482,182.7000,-0.3398,297.3000,0.3965,33.7184,0.1848,0.1516,0.0432,160.8000,-0.3257,319.2000,0.3941,31.0024
188,0.0647,0.0525,0.0079,194.2000,-0.0791,305.8000,0.1591,1.5216,0.2220,0.0545,0.0102,49.7000,-0.0782,430.3000,0.2188,1.4819,0.2900,0.0556,0.0144,25.5000,-0.0439,454.5000,0.2834,1.6722,0.3178,0.0479,0.0136,14.3000,-0.0179,465.7000,0.2993,0.3135,-0.0381,0.1741,0.0421,267.0000,-0.3852,233.0000,0.3609,35.1777,0.0867,0.1735,0.0467,216.2000,-0.3556,263.8000,0.3824,36.0478,0.1499,0.1668,0.0482,182.6000,-0.3400,297.4000,0.3965,33.7221,0.1849,0.1516,0.0432,160.8000,-0.3257,319.2000,0.3942,31.0264
189,0.0649,0.0527,0.0079,193.9000,-0.0796,306.1000,0.1595,1.5232,0.2226,0.0547,0.0103,49.8000,-0.0785,430.2000,0.2196,1.4868,0.2905,0.0557,0.0144,25.4000,-0.0442,454.6000,0.2840,1.6865,0.3182,0.0479,0.0137,14.1000,-0.0190,465.9000,0.2996,0.3138,-0.0382,0.1741,0.0421,267.0000,-0.3853,233.0000,0.3610,35.1975,0.0867,0.1735,0.0467,216.2000,-0.3557,263.8000,0.3825,36.0534,0.1500,0.1668,0.0481,182.6000,-0.3400,297.4000,0.3967,33.7358,0.1849,0.1516,0.0432,160.8000,-0.3257,319.2000,0.3942,31.0300
190,0.0650,0.0529,0.0080,193.6000,-0.0801,306.4000,0.1598,1.5365,0.2232,0.0548,0.0103,49.8000,-0.0788,430.2000,0.2203,1.4930,0.2911,0.0558,0.0145,25.2000,-0.0446,454.8000,0.2845,1.6878,0.3186,0.0479,0.0137,14.1000,-0.0191,465.9000,0.3000,0.3138,-0.0382,0.1742,0.0421,267.0000,-0.3854,233.0000,0.3610,35.2373,0.0868,0.1736,0.0467,216.2000,-0.3557,263.8000,0.3826,36.0753,0.1500,0.1669,0.0481,182.6000,-0.3400,297.4000,0.3968,33.7418,0.1850,0.1517,0.0432,160.7000,-0.3259,319.3000,0.3942,31.0300
191,0.0652,0.0531,0.0080,193.3000,-0.0806,306.7000,0.1602,1.5437,0.2238,0.0549,0.0104,49.5000,-0.0794,430.5000,0.2209,1.5011,0.2916,0.0558,0.0145,25.0000,-0.0450,455.0000,0.2850,1.7053,0.3189,0.0479,0.0137,13.9000,-0.0193,466.1000,0.3003,0.3375,-0.0383,0.1742,0.0421,267.0000,-0.3855,233.0000,0.3610,35.2430,0.0868,0.1736,0.0467,216.1000,-0.3559,263.9000,0.3826,36.0753,0.1501,0.1669,0.0481,182.6000,-0.3401,297.4000,0.3970,33.7418,0.1850,0.1517,0.0432,160.7000,-0.3260,319.3000,0.3943,31.0538
192,0.0653,0.0532,0.0081,192.7000,-0.0814,307.3000,0.1603,1.5596,0.2244,0.0551,0.0104,49.4000,-0.0797,430.6000,0.2216,1.5091,0.2921,0.0559,0.0145,25.0000,-0.0451,455.0000,0.2857,1.7074,0.3193,0.0479,0.0137,13.8000,-0.0200,466.2000,0.3006,0.3375,-0.0383,0.1743,0.0421,266.8000,-0.3860,233.2000,0.3608,35.2430,0.0869,0.1737,0.0467,216.1000,-0.3559,263.9000,0.3827,36.0908,0.1502,0.1670,0.0481,182.6000,-0.3401,297.4000,0.3971,33.7418,0.1850,0.1517,0.0432,160.7000,-0.3260,319.3000,0.3944,31.0868
193,0.0655,0.0534,0.0081,193.1000,-0.0817,306.9000,0.1609,1.5722,0.2250,0.0552,0.0104,49.2000,-0.0802,430.8000,0.2223,1.5164,0.2926,0.0560,0.0146,24.7000,-0.0456,455.3000,0.2861,1.7312,0.3197,0.0479,0.0137,13.8000,-0.0202,466.2000,0.3010,0.3377,-0.0383,0.1743,0.0421,266.8000,-0.3861,233.2000,0.3608,35.2530,0.0869,0.1737,0.0467,216.0000,-0.3561,264.0000,0.3826,36.1142,0.1503,0.1670,0.0481,182.5000,-0.3403,297.5000,0.3971,33.7555,0.1851,0.1518,0.0432,160.6000,-0.3262,319.4000,0.3943,31.0903
194,0.0656,0.0536,0.0082,193.4000,-0.0820,306.6000,0.1617,1.5807,0.2256,0.0553,0.0105,49.0000,-0.0805,431.0000,0.2229,1.5190,0.2931,0.0560,0.0146,24.5000,-0.0458,455.5000,0.2866,1.7581,0.3200,0.0479,0.0138,13.7000,-0.0210,466.3000,0.3013,0.3377,-0.0384,0.1743,0.0421,266.8000,-0.3861,233.2000,0.3608,35.2658,0.0870,0.1738,0.0467,216.0000,-0.3561,264.0000,0.3827,36.1365,0.1504,0.1670,0.0481,182.5000,-0.3403,297.5000,0.3972,33.7555,0.1851,0.1518,0.0432,160.6000,-0.3262,319.4000,0.3944,31.0903
195,0.0657,0.0538,0.0082,193.3000,-0.0825,306.7000,0.1622,1.6038,0.2262,0.0554,0.0105,48.9000,-0.0808,431.1000,0.2235,1.5232,0.2936,0.0561,0.0146,24.5000,-0.0460,455.5000,0.2872,1.7711,0.3203,0.0479,0.0138,13.7000,-0.0212,466.3000,0.3017,0.3389,-0.0384,0.1744,0.0421,266.8000,-0.3862,233.2000,0.3608,35.2784,0.0871,0.1738,0.0467,216.0000,-0.3561,264.0000,0.3828,36.1365,0.1504,0.1671,0.0481,182.4000,-0.3405,297.6000,0.3972,33.7782,0.1852,0.1518,0.0431,160.6000,-0.3262,319.4000,0.3945,31.0903
196,0.0659,0.0539,0.0083,193.2000,-0.0829,306.8000,0.1628,1.6386,0.2267,0.0556,0.0105,48.6000,-0.0812,431.4000,0.2241,1.5248,0.2941,0.0562,0.0147,24.5000,-0.0462,455.5000,0.2878,1.7722,0.3207,0.0479,0.0138,13.7000,-0.0213,466.3000,0.3021,0.3399,-0.0384,0.1744,0.0421,266.8000,-0.3863,233.2000,0.3609,35.2821,0.0871,0.1738,0.0467,216.0000,-0.3561,264.0000,0.3830,36.1365,0.1505,0.1671,0.0481,182.4000,-0.3405,297.6000,0.3974,33.7456,0.1852,0.1518,0.0431,160.6000,-0.3263,319.4000,0.3945,31.0903
197,0.0660,0.0541,0.0083,193.2000,-0.0834,306.8000,0.1633,1.6498,0.2273,0.0557,0.0106,48.5000,-0.0815,431.5000,0.2247,1.5306,0.2946,0.0563,0.0147,24.4000,-0.0463,455.6000,0.2883,1.7755,0.3210,0.0480,0.0138,13.8000,-0.0209,466.2000,0.3025,0.3410,-0.0385,0.1745,0.0421,266.8000,-0.3864,233.2000,0.3609,35.3019,0.0872,0.1739,0.0467,216.0000,-0.3561,264.0000,0.3831,36.1365,0.1506,0.1671,0.0481,182.4000,-0.3404,297.6000,0.3975,33.7456,0.1853,0.1519,0.0431,160.6000,-0.3263,319.4000,0.3946,31.0903
198,0.0661,0.0543,0.0084,193.4000,-0.0837,306.6000,0.1639,1.6638,0.2279,0.0558,0.0106,48.4000,-0.0819,431.6000,0.2254,1.5311,0.2951,0.0563,0.0147,24.4000,-0.0465,455.6000,0.2889,1.8021,0.3214,0.0480,0.0138,13.8000,-0.0211,466.2000,0.3029,0.3410,-0.0385,0.1745,0.0421,266.8000,-0.3865,233.2000,0.3609,35.3254,0.0872,0.1739,0.0467,216.0000,-0.3561,264.0000,0.3832,36.0974,0.1507,0.1672,0.0480,182.4000,-0.3404,297.6000,0.3976,33.6807,0.1853,0.1519,0.0431,160.6000,-0.3263,319.4000,0.3947,31.0463
199,0.0663,0.0544,0.0084,193.2000,-0.0843,306.8000,0.1644,1.6800,0.2284,0.0559,0.0107,48.2000,-0.0839,431.8000,0.2259,1.5377,0.2956,0.0564,0.0147,24.4000,-0.0467,455.6000,0.2895,1.8420,0.3217,0.0480,0.0138,13.8000,-0.0213,466.2000,0.3033,0.3412,-0.0385,0.1745,0.0421,266.8000,-0.3866,233.2000,0.3609,35.3254,0.0873,0.1739,0.0467,216.0000,-0.3562,264.0000,0.3833,36.0974,0.1508,0.1672,0.0480,182.4000,-0.3404,297.6000,0.3977,33.6867,0.1854,0.1519,0.0431,160.6000,-0.3263,319.4000,0.3948,31.0463
200,0.0664,0.0546,0.0084,193.2000,-0.0847,306.8000,0.1650,1.7118,0.2290,0.0560,0.0107,47.8000,-0.0843,432.2000,0.2264,1.5444,0.2961,0.0564,0.0148,24.4000,-0.0468,455.6000,0.2901,1.8420,0.3220,0.0480,0.0139,13.8000,-0.0215,466.2000,0.3036,0.3433,-0.0386,0.1746,0.0421,266.7000,-0.3868,233.3000,0.3608,35.3401,0.0873,0.1740,0.0466,216.0000,-0.3562,264.0000,0.3834,36.1145,0.1508,0.1673,0.0480,182.4000,-0.3404,297.6000,0.3979,33.7018,0.1854,0.1520,0.0431,160.6000,-0.3263,319.4000,0.3949,31.0721
201,0.0665,0.0548,0.0085,193.1000,-0.0852,306.9000,0.1655,1.7174,0.2295,0.0561,0.0107,47.7000,-0.0845,432.3000,0.2270,1.5737,0.2966,0.0565,0.0148,24.4000,-0.0470,455.6000,0.2906,1.8420,0.3223,0.0480,0.0139,13.7000,-0.0217,466.3000,0.3039,0.3433,-0.0386,0.1746,0.0421,266.7000,-0.3869,233.3000,0.3609,35.3401,0.0874,0.1740,0.0466,216.0000,-0.3562,264.0000,0.3835,36.1145,0.1509,0.1673,0.0480,182.4000,-0.3404,297.6000,0.3980,33.7096,0.1854,0.1520,0.0431,160.7000,-0.3262,319.3000,0.3951,31.0721
202,0.0666,0.0549,0.0085,192.9000,-0.0856,307.1000,0.1659,1.7474,0.2301,0.0563,0.0108,47.4000,-0.0849,432.6000,0.2275,1.5746,0.2970,0.0566,0.0148,24.3000,-0.0471,455.7000,0.2911,1.8477,0.3226,0.0480,0.0139,13.8000,-0.0213,466.2000,0.3043,0.3941,-0.0386,0.1746,0.0421,266.7000,-0.3869,233.3000,0.3609,35.3528,0.0874,0.1741,0.0466,216.0000,-0.3562,264.0000,0.3836,36.1214,0.1510,0.1673,0.0480,182.4000,-0.3404,297.6000,0.3981,33.7112,0.1855,0.1520,0.0431,160.7000,-0.3262,319.3000,0.3951,31.0756
203,0.0667,0.0551,0.0086,193.1000,-0.0860,306.9000,0.1665,1.7656,0.2306,0.0564,0.0108,47.3000,-0.0852,432.7000,0.2281,1.5763,0.2975,0.0566,0.0149,24.3000,-0.0473,455.7000,0.2916,1.8488,0.3229,0.0480,0.0139,13.8000,-0.0215,466.2000,0.3047,0.3941,-0.0387,0.1747,0.0421,266.7000,-0.3870,233.3000,0.3609,35.3528,0.0875,0.1741,0.0466,216.0000,-0.3562,264.0000,0.3836,36.1612,0.1510,0.1674,0.0480,182.3000,-0.3406,297.7000,0.3980,33.7159,0.1855,0.1521,0.0431,160.7000,-0.3262,319.3000,0.3952,31.0644
204,0.0668,0.0552,0.0086,193.3000,-0.0863,306.7000,0.1671,1.7904,0.2312,0.0565,0.0108,47.0000,-0.0856,433.0000,0.2286,1.5804,0.2980,0.0567,0.0149,24.3000,-0.0475,455.7000,0.2922,1.8512,0.3232,0.0480,0.0139,13.8000,-0.0217,466.2000,0.3050,0.3941,-0.0387,0.1747,0.0421,266.7000,-0.3871,233.3000,0.3609,35.3655,0.0875,0.1741,0.0466,216.0000,-0.3562,264.0000,0.3837,36.1612,0.1511,0.1674,0.0480,182.3000,-0.3406,297.7000,0.3981,33.7159,0.1855,0.1521,0.0431,160.7000,-0.3262,319.3000,0.3953,31.0903
205,0.0669,0.0554,0.0087,193.4000,-0.0866,306.6000,0.1676,1.7993,0.2317,0.0566,0.0109,47.1000,-0.0858,432.9000,0.2293,1.5985,0.2984,0.0568,0.0149,24.1000,-0.0478,455.9000,0.2926,1.8515,0.3236,0.0480,0.0139,13.8000,-0.0219,466.2000,0.3053,0.3941,-0.0387,0.1747,0.0421,266.7000,-0.3871,233.3000,0.3610,35.3692,0.0875,0.1742,0.0466,216.0000,-0.3562,264.0000,0.3838,36.1707,0.1511,0.1674,0.0480,182.4000,-0.3405,297.6000,0.3983,33.7159,0.1856,0.1521,0.0430,160.7000,-0.3263,319.3000,0.3953,31.0913
206,0.0670,0.0555,0.0087,193.7000,-0.0869,306.3000,0.1682,1.8148,0.2322,0.0567,0.0109,47.1000,-0.0860,432.9000,0.2299,1.6044,0.2989,0.0568,0.0149,24.1000,-0.0479,455.9000,0.2931,1.8586,0.3238,0.0480,0.0139,13.8000,-0.0221,466.2000,0.3057,0.3941,-0.0387,0.1747,0.0421,266.7000,-0.3872,233.3000,0.3610,35.3692,0.0876,0.1742,0.0466,216.0000,-0.3562,264.0000,0.3839,36.2006,0.1512,0.1675,0.0480,182.4000,-0.3405,297.6000,0.3984,33.7485,0.1856,0.1521,0.0430,160.7000,-0.3263,319.3000,0.3954,31.1195
207,0.0671,0.0557,0.0088,193.9000,-0.0872,306.1000,0.1686,1.8371,0.2327,0.0568,0.0109,47.0000,-0.0863,433.0000,0.2305,1.6061,0.2993,0.0569,0.0150,24.0000,-0.0481,456.0000,0.2936,1.8598,0.3241,0.0480,0.0140,13.8000,-0.0223,466.2000,0.3060,0.4022,-0.0387,0.1748,0.0421,266.7000,-0.3872,233.3000,0.3610,35.3692,0.0876,0.1742,0.0466,216.0000,-0.3563,264.0000,0.3840,36.2006,0.1512,0.1675,0.0480,182.4000,-0.3404,297.6000,0.3985,33.7752,0.1856,0.1522,0.0430,160.7000,-0.3263,319.3000,0.3954,31.1195
208,0.0672,0.0558,0.0088,193.8000,-0.0876,306.2000,0.1690,1.8485,0.2332,0.0569,0.0110,46.7000,-0.0866,433.3000,0.2310,1.6062,0.2997,0.0569,0.0150,24.0000,-0.0483,456.0000,0.2941,1.8610,0.3244,0.0480,0.0140,13.8000,-0.0225,466.2000,0.3063,0.4022,-0.0388,0.1748,0.0421,266.7000,-0.3873,233.3000,0.3610,35.4002,0.0876,0.1743,0.0466,216.0000,-0.3563,264.0000,0.3840,36.2177,0.1513,0.1675,0.0480,182.4000,-0.3404,297.6000,0.3986,33.8039,0.1856,0.1522,0.0430,160.7000,-0.3263,319.3000,0.3955,31.1350
209,0.0673,0.0560,0.0088,193.2000,-0.0883,306.8000,0.1691,1.8638,0.2337,0.0570,0.0110,46.5000,-0.0869,433.5000,0.2315,1.6066,0.3002,0.0570,0.0150,24.0000,-0.0485,456.0000,0.2946,1.8611,0.3247,0.0480,0.0140,13.8000,-0.0227,466.2000,0.3066,0.4288,-0.0388,0.1748,0.0422,266.7000,-0.3873,233.3000,0.3610,35.4253,0.0877,0.1743,0.0466,216.0000,-0.3563,264.0000,0.3841,36.2177,0.1513,0.1676,0.0480,182.4000,-0.3404,297.6000,0.3986,33.8267,0.1857,0.1522,0.0430,160.7000,-0.3263,319.3000,0.3955,31.1497
210,0.0674,0.0561,0.0089,193.2000,-0.0886,306.8000,0.1696,1.8728,0.2342,0.0571,0.0110,46.3000,-0.0872,433.7000,0.2320,1.6158,0.3006,0.0570,0.0151,23.7000,-0.0488,456.3000,0.2950,1.8611,0.3250,0.0480,0.0140,13.8000,-0.0229,466.2000,0.3070,0.4288,-0.0388,0.1748,0.0422,266.7000,-0.3874,233.3000,0.3611,35.4253,0.0877,0.1743,0.0466,216.0000,-0.3563,264.0000,0.3842,36.2177,0.1514,0.1676,0.0480,182.4000,-0.3404,297.6000,0.3987,33.8404,0.1857,0.1522,0.0430,160.7000,-0.3264,319.3000,0.3955,31.1708
211,0.0675,0.0563,0.0089,193.4000,-0.0889,306.6000,0.1702,1.8943,0.2347,0.0572,0.0111,46.2000,-0.0876,433.8000,0.2326,1.6360,0.3010,0.0571,0.0151,23.7000,-0.0489,456.3000,0.2955,1.8611,0.3253,0.0480,0.0140,13.6000,-0.0231,466.4000,0.3071,0.4288,-0.0388,0.1749,0.0422,266.7000,-0.3874,233.3000,0.3611,35.4253,0.0877,0.1743,0.0466,216.0000,-0.3563,264.0000,0.3842,36.2177,0.1514,0.1676,0.0480,182.4000,-0.3404,297.6000,0.3988,33.8730,0.1857,0.1523,0.0430,160.7000,-0.3264,319.3000,0.3956,31.2038
212,0.0676,0.0564,0.0090,193.4000,-0.0893,306.6000,0.1707,1.9100,0.2352,0.0573,0.0111,46.2000,-0.0878,433.8000,0.2332,1.6407,0.3014,0.0571,0.0151,23.7000,-0.0491,456.3000,0.2960,1.8626,0.3256,0.0480,0.0140,13.6000,-0.0234,466.4000,0.3074,0.4288,-0.0388,0.1749,0.0422,266.7000,-0.3875,233.3000,0.3611,35.4466,0.0877,0.1744,0.0466,216.0000,-0.3563,264.0000,0.3843,36.2177,0.1514,0.1676,0.0480,182.4000,-0.3404,297.6000,0.3988,33.8730,0.1857,0.1523,0.0430,160.7000,-0.3264,319.3000,0.3956,31.2065
213,0.0677,0.0566,0.0090,193.7000,-0.0896,306.3000,0.1712,1.9395,0.2357,0.0573,0.0111,46.0000,-0.0881,434.0000,0.2337,1.6430,0.3019,0.0572,0.0151,23.5000,-0.0494,456.5000,0.2963,1.8627,0.3258,0.0480,0.0141,13.6000,-0.0236,466.4000,0.3077,0.4288,-0.0389,0.1749,0.0422,266.7000,-0.3875,233.3000,0.3611,35.4630,0.0878,0.1744,0.0466,215.9000,-0.3565,264.1000,0.3841,36.2177,0.1515,0.1677,0.0480,182.3000,-0.3406,297.7000,0.3987,33.8770,0.1857,0.1523,0.0430,160.6000,-0.3266,319.4000,0.3955,31.2065
214,0.0678,0.0567,0.0091,193.7000,-0.0899,306.3000,0.1718,1.9494,0.2362,0.0574,0.0111,46.1000,-0.0883,433.9000,0.2343,1.6472,0.3023,0.0572,0.0152,23.3000,-0.0498,456.7000,0.2967,1.8627,0.3261,0.0480,0.0141,13.5000,-0.0238,466.5000,0.3080,0.4288,-0.0389,0.1749,0.0422,266.7000,-0.3876,233.3000,0.3611,35.4630,0.0878,0.1744,0.0466,215.9000,-0.3565,264.1000,0.3842,36.2177,0.1515,0.1677,0.0480,182.3000,-0.3406,297.7000,0.3988,33.8770,0.1857,0.1523,0.0430,160.6000,-0.3266,319.4000,0.3955,31.2065
215,0.0679,0.0568,0.0091,193.5000,-0.0903,306.5000,0.1721,1.9647,0.2367,0.0575,0.0112,46.0000,-0.0887,434.0000,0.2348,1.6607,0.3027,0.0573,0.0152,23.3000,-0.0499,456.7000,0.2971,1.8628,0.3264,0.0480,0.0141,13.4000,-0.0240,466.6000,0.3082,0.4292,-0.0389,0.1750,0.0422,266.7000,-0.3876,233.3000,0.3612,35.4683,0.0878,0.1745,0.0466,215.8000,-0.3567,264.2000,0.3841,36.2177,0.1515,0.1677,0.0480,182.2000,-0.3408,297.8000,0.3987,33.8770,0.1858,0.1523,0.0430,160.5000,-0.3268,319.5000,0.3954,31.2154
216,0.0679,0.0570,0.0091,193.3000,-0.0909,306.7000,0.1725,1.9719,0.2371,0.0576,0.0112,45.9000,-0.0890,434.1000,0.2354,1.6752,0.3031,0.0573,0.0152,23.4000,-0.0499,456.6000,0.2977,1.8628,0.3266,0.0480,0.0141,13.4000,-0.0242,466.6000,0.3085,0.4292,-0.0389,0.1750,0.0422,266.7000,-0.3877,233.3000,0.3612,35.4426,0.0878,0.1745,0.0466,215.8000,-0.3567,264.2000,0.3842,36.2400,0.1516,0.1677,0.0480,182.1000,-0.3410,297.9000,0.3987,33.8770,0.1858,0.1524,0.0430,160.5000,-0.3268,319.5000,0.3955,31.2189
